date,epiweek,year,month,geography,geography_code,geography_type,disease,metric,positivity_percent,positive_tests,total_tests,age,sex
2024-05-12,19,2024,5,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.08,4,5207,all,all
2024-05-19,20,2024,5,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.09,5,5268,all,all
2024-05-26,21,2024,5,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.17,8,4702,all,all
2024-06-02,22,2024,6,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.21,8,3796,all,all
2024-06-09,23,2024,6,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.08,3,3851,all,all
2024-06-16,24,2024,6,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.25,13,5288,all,all
2024-06-23,25,2024,6,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,0.32,15,4720,all,all
2024-06-30,26,2024,6,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,1.92,95,4944,all,all
2024-07-07,27,2024,7,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,3.02,169,5603,all,all
2024-07-14,28,2024,7,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,4.0,179,4475,all,all
2024-07-21,29,2024,7,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,7.5,273,3638,all,all
2024-07-28,30,2024,7,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,4.3,303,7047,all,all
2024-08-04,31,2024,8,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,7.77,245,3153,all,all
2024-08-11,32,2024,8,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,8.03,251,3124,all,all
2024-08-18,33,2024,8,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,7.41,535,7220,all,all
2024-08-25,34,2024,8,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,10.53,507,4813,all,all
2024-09-01,35,2024,9,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,10.49,571,5443,all,all
2024-09-08,36,2024,9,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,9.73,382,3928,all,all
2024-09-15,37,2024,9,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,11.49,581,5056,all,all
2024-09-22,38,2024,9,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,15.99,861,5386,all,all
2024-09-29,39,2024,9,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,15.05,999,6637,all,all
2024-10-06,40,2024,10,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,17.23,925,5367,all,all
2024-10-13,41,2024,10,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,14.45,978,6769,all,all
2024-10-20,42,2024,10,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,17.78,1197,6734,all,all
2024-10-27,43,2024,10,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,19.14,1078,5632,all,all
2024-11-03,44,2024,11,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,13.64,354,2595,all,all
2024-11-10,45,2024,11,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,14.71,877,5962,all,all
2024-11-17,46,2024,11,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,16.17,646,3996,all,all
2024-11-24,47,2024,11,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,18.69,664,3553,all,all
2024-12-01,48,2024,12,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,20.13,512,2544,all,all
2024-12-08,49,2024,12,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,13.34,530,3973,all,all
2024-12-15,50,2024,12,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,17.9,1108,6189,all,all
2024-12-22,51,2024,12,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,15.88,995,6267,all,all
2024-12-29,52,2024,12,London,E12000007,Region,influenza,influenza_testing_positivityByWeek,16.09,932,5792,all,all
2023-01-01,52,2023,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,14.2,418,2943,all,all
2023-01-08,1,2023,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.57,392,2888,all,all
2023-01-15,2,2023,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,10.04,426,4244,all,all
2023-01-22,3,2023,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.5,883,6541,all,all
2023-01-29,4,2023,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.08,262,2884,all,all
2023-02-05,5,2023,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,10.61,687,6472,all,all
2023-02-12,6,2023,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,6.69,245,3661,all,all
2023-02-19,7,2023,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,8.22,536,6517,all,all
2023-02-26,8,2023,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,7.21,296,4107,all,all
2023-03-05,9,2023,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.79,210,3630,all,all
2023-03-12,10,2023,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.01,215,4289,all,all
2023-03-19,11,2023,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,4.59,143,3114,all,all
2023-03-26,12,2023,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.53,29,5429,all,all
2023-04-02,13,2023,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.45,70,2858,all,all
2023-04-09,14,2023,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.39,158,6612,all,all
2023-04-16,15,2023,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.11,6,5262,all,all
2023-04-23,16,2023,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.67,26,3857,all,all
2023-04-30,17,2023,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.05,2,3921,all,all
2023-05-07,18,2023,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.08,5,6243,all,all
2023-05-14,19,2023,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.08,2,2500,all,all
2023-05-21,20,2023,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.06,4,6696,all,all
2023-05-28,21,2023,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.08,3,3734,all,all
2023-06-04,22,2023,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.07,3,4301,all,all
2023-06-11,23,2023,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.07,5,6713,all,all
2023-06-18,24,2023,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.07,50,4669,all,all
2023-06-25,25,2023,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.66,73,4386,all,all
2023-07-02,26,2023,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.03,101,4969,all,all
2023-07-09,27,2023,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.37,134,5663,all,all
2023-07-16,28,2023,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,4.68,343,7330,all,all
2023-07-23,29,2023,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.78,419,7253,all,all
2023-07-30,30,2023,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.07,325,6409,all,all
2023-08-06,31,2023,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.66,155,2740,all,all
2023-08-13,32,2023,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,7.14,333,4663,all,all
2023-08-20,33,2023,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,8.27,293,3544,all,all
2023-08-27,34,2023,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,8.58,544,6337,all,all
2023-09-03,35,2023,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,11.57,765,6610,all,all
2023-09-10,36,2023,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.5,656,4861,all,all
2023-09-17,37,2023,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,12.02,430,3578,all,all
2023-09-24,38,2023,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,12.44,396,3183,all,all
2023-10-01,39,2023,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.36,827,6192,all,all
2023-10-08,40,2023,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,11.87,720,6066,all,all
2023-10-15,41,2023,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,14.98,1041,6951,all,all
2023-10-22,42,2023,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,15.18,464,3057,all,all
2023-10-29,43,2023,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,17.9,687,3837,all,all
2023-11-05,44,2023,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,15.39,764,4964,all,all
2023-11-12,45,2023,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.14,832,5154,all,all
2023-11-19,46,2023,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.5,1207,7317,all,all
2023-11-26,47,2023,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,14.86,875,5887,all,all
2023-12-03,48,2023,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,19.8,1011,5106,all,all
2023-12-10,49,2023,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.14,411,3127,all,all
2023-12-17,50,2023,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,14.32,444,3101,all,all
2023-12-24,51,2023,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.95,361,2587,all,all
2023-12-31,52,2023,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.47,571,4240,all,all
2024-01-07,1,2024,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.41,336,2506,all,all
2024-01-14,2,2024,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,10.27,692,6735,all,all
2024-01-21,3,2024,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.04,912,6992,all,all
2024-01-28,4,2024,1,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.73,437,4490,all,all
2024-02-04,5,2024,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.76,276,2828,all,all
2024-02-11,6,2024,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,8.61,537,6237,all,all
2024-02-18,7,2024,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,7.6,212,2789,all,all
2024-02-25,8,2024,2,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.62,411,7313,all,all
2024-03-03,9,2024,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.29,229,4328,all,all
2024-03-10,10,2024,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.02,282,5612,all,all
2024-03-17,11,2024,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,3.13,169,5391,all,all
2024-03-24,12,2024,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,3.67,163,4440,all,all
2024-03-31,13,2024,3,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.97,113,3799,all,all
2024-04-07,14,2024,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.59,77,4849,all,all
2024-04-14,15,2024,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.09,66,6038,all,all
2024-04-21,16,2024,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.09,3,3171,all,all
2024-04-28,17,2024,4,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.55,80,5148,all,all
2024-05-05,18,2024,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.25,36,2881,all,all
2024-05-12,19,2024,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.08,5,6534,all,all
2024-05-19,20,2024,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.04,1,2719,all,all
2024-05-26,21,2024,5,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.78,37,4727,all,all
2024-06-02,22,2024,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.08,6,7303,all,all
2024-06-09,23,2024,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.8,58,7257,all,all
2024-06-16,24,2024,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,0.09,4,4684,all,all
2024-06-23,25,2024,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.61,46,2865,all,all
2024-06-30,26,2024,6,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,1.85,116,6286,all,all
2024-07-07,27,2024,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,2.76,135,4884,all,all
2024-07-14,28,2024,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,3.39,198,5833,all,all
2024-07-21,29,2024,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,3.53,188,5325,all,all
2024-07-28,30,2024,7,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,4.6,117,2545,all,all
2024-08-04,31,2024,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,5.46,389,7130,all,all
2024-08-11,32,2024,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,6.94,285,4108,all,all
2024-08-18,33,2024,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,7.23,444,6144,all,all
2024-08-25,34,2024,8,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.36,459,4904,all,all
2024-09-01,35,2024,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.22,285,3092,all,all
2024-09-08,36,2024,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,9.56,714,7466,all,all
2024-09-15,37,2024,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,11.25,709,6305,all,all
2024-09-22,38,2024,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.53,1172,7092,all,all
2024-09-29,39,2024,9,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,12.42,669,5385,all,all
2024-10-06,40,2024,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.03,693,5320,all,all
2024-10-13,41,2024,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.97,808,5783,all,all
2024-10-20,42,2024,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,12.62,455,3604,all,all
2024-10-27,43,2024,10,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.13,352,2680,all,all
2024-11-03,44,2024,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.35,1186,7252,all,all
2024-11-10,45,2024,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,17.42,816,4683,all,all
2024-11-17,46,2024,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.64,651,3912,all,all
2024-11-24,47,2024,11,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,19.33,1347,6970,all,all
2024-12-01,48,2024,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,15.81,1012,6401,all,all
2024-12-08,49,2024,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,14.58,727,4987,all,all
2024-12-15,50,2024,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,16.41,682,4157,all,all
2024-12-22,51,2024,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,12.53,443,3535,all,all
2024-12-29,52,2024,12,South East,E12000008,Region,influenza,influenza_testing_positivityByWeek,13.75,901,6554,all,all
2023-01-01,52,2023,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,15.26,635,4160,all,all
2023-01-08,1,2023,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,15.87,517,3257,all,all
2023-01-15,2,2023,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.22,635,5195,all,all
2023-01-22,3,2023,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.33,387,3139,all,all
2023-01-29,4,2023,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,10.2,255,2500,all,all
2023-02-05,5,2023,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,8.11,597,7365,all,all
2023-02-12,6,2023,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,7.96,320,4020,all,all
2023-02-19,7,2023,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.31,578,6209,all,all
2023-02-26,8,2023,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.25,242,4613,all,all
2023-03-05,9,2023,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.74,378,6583,all,all
2023-03-12,10,2023,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,4.52,197,4354,all,all
2023-03-19,11,2023,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,3.5,191,5453,all,all
2023-03-26,12,2023,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,4.15,120,2892,all,all
2023-04-02,13,2023,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.55,99,6403,all,all
2023-04-09,14,2023,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.54,112,7261,all,all
2023-04-16,15,2023,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.51,60,3982,all,all
2023-04-23,16,2023,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.08,5,6295,all,all
2023-04-30,17,2023,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.89,82,4346,all,all
2023-05-07,18,2023,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,2.41,160,6637,all,all
2023-05-14,19,2023,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.1,7,7104,all,all
2023-05-21,20,2023,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.19,73,6144,all,all
2023-05-28,21,2023,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.35,12,3476,all,all
2023-06-04,22,2023,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.1,4,4178,all,all
2023-06-11,23,2023,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.6,37,6135,all,all
2023-06-18,24,2023,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.31,95,7235,all,all
2023-06-25,25,2023,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.42,27,6431,all,all
2023-07-02,26,2023,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.29,57,4421,all,all
2023-07-09,27,2023,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.63,98,6024,all,all
2023-07-16,28,2023,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,3.78,198,5232,all,all
2023-07-23,29,2023,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,4.99,304,6092,all,all
2023-07-30,30,2023,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.33,181,3396,all,all
2023-08-06,31,2023,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.16,163,3158,all,all
2023-08-13,32,2023,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,7.49,246,3286,all,all
2023-08-20,33,2023,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.88,579,5863,all,all
2023-08-27,34,2023,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.41,353,3752,all,all
2023-09-03,35,2023,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.05,636,7030,all,all
2023-09-10,36,2023,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.39,551,5870,all,all
2023-09-17,37,2023,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,10.07,406,4033,all,all
2023-09-24,38,2023,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.42,696,5606,all,all
2023-10-01,39,2023,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,14.71,418,2841,all,all
2023-10-08,40,2023,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,15.25,599,3928,all,all
2023-10-15,41,2023,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.44,374,2782,all,all
2023-10-22,42,2023,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,17.46,1261,7222,all,all
2023-10-29,43,2023,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,16.26,568,3494,all,all
2023-11-05,44,2023,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,14.58,912,6254,all,all
2023-11-12,45,2023,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,18.56,865,4660,all,all
2023-11-19,46,2023,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,15.72,446,2837,all,all
2023-11-26,47,2023,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,17.42,1078,6189,all,all
2023-12-03,48,2023,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,14.39,664,4613,all,all
2023-12-10,49,2023,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,14.44,509,3526,all,all
2023-12-17,50,2023,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.51,519,3842,all,all
2023-12-24,51,2023,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.4,684,5518,all,all
2023-12-31,52,2023,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,16.72,481,2877,all,all
2024-01-07,1,2024,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.58,746,5495,all,all
2024-01-14,2,2024,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,11.2,643,5742,all,all
2024-01-21,3,2024,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.88,777,6033,all,all
2024-01-28,4,2024,1,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,8.93,363,4064,all,all
2024-02-04,5,2024,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,8.93,646,7233,all,all
2024-02-11,6,2024,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,10.6,347,3274,all,all
2024-02-18,7,2024,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,8.48,298,3513,all,all
2024-02-25,8,2024,2,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,7.54,453,6005,all,all
2024-03-03,9,2024,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.04,273,5414,all,all
2024-03-10,10,2024,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.64,268,4751,all,all
2024-03-17,11,2024,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.11,176,3442,all,all
2024-03-24,12,2024,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,2.34,173,7385,all,all
2024-03-31,13,2024,3,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,2.46,73,2963,all,all
2024-04-07,14,2024,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.4,99,7072,all,all
2024-04-14,15,2024,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.49,30,6117,all,all
2024-04-21,16,2024,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.09,5,5447,all,all
2024-04-28,17,2024,4,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.08,5,6070,all,all
2024-05-05,18,2024,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.37,13,3496,all,all
2024-05-12,19,2024,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.05,2,3854,all,all
2024-05-19,20,2024,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.04,1,2812,all,all
2024-05-26,21,2024,5,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.17,10,5864,all,all
2024-06-02,22,2024,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.21,88,7257,all,all
2024-06-09,23,2024,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,0.6,43,7163,all,all
2024-06-16,24,2024,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.03,36,3501,all,all
2024-06-23,25,2024,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,1.53,78,5107,all,all
2024-06-30,26,2024,6,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,2.94,128,4355,all,all
2024-07-07,27,2024,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,3.23,124,3844,all,all
2024-07-14,28,2024,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.59,390,6976,all,all
2024-07-21,29,2024,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,3.63,205,5651,all,all
2024-07-28,30,2024,7,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,6.12,369,6027,all,all
2024-08-04,31,2024,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,6.38,458,7181,all,all
2024-08-11,32,2024,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,5.96,395,6623,all,all
2024-08-18,33,2024,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,7.82,313,4005,all,all
2024-08-25,34,2024,8,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,9.06,252,2780,all,all
2024-09-01,35,2024,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,8.81,509,5775,all,all
2024-09-08,36,2024,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,10.59,349,3297,all,all
2024-09-15,37,2024,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.58,892,6570,all,all
2024-09-22,38,2024,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.02,367,3052,all,all
2024-09-29,39,2024,9,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.97,658,5075,all,all
2024-10-06,40,2024,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.89,552,4284,all,all
2024-10-13,41,2024,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,17.88,722,4038,all,all
2024-10-20,42,2024,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,14.81,1076,7264,all,all
2024-10-27,43,2024,10,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,18.36,1323,7205,all,all
2024-11-03,44,2024,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.75,414,3012,all,all
2024-11-10,45,2024,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,18.85,654,3469,all,all
2024-11-17,46,2024,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,21.31,1254,5884,all,all
2024-11-24,47,2024,11,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,17.38,816,4696,all,all
2024-12-01,48,2024,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,17.75,586,3301,all,all
2024-12-08,49,2024,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.76,502,3647,all,all
2024-12-15,50,2024,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,11.7,389,3326,all,all
2024-12-22,51,2024,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,13.5,685,5074,all,all
2024-12-29,52,2024,12,South West,E12000009,Region,influenza,influenza_testing_positivityByWeek,12.07,352,2917,all,all
2023-01-01,52,2023,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.75,2373,50000,all,all
