date_value,area_name,disease,metric_value
2023-06-04,London,COVID-19,1.2200
2023-06-04,London,influenza,.0800
2023-06-04,London,RSV,.5700
2023-06-04,North East,COVID-19,2.1500
2023-06-04,North East,influenza,.1000
2023-06-04,North East,RSV,.0900
2023-06-04,North West,COVID-19,2.6900
2023-06-04,North West,influenza,.3800
2023-06-04,North West,RSV,.8100
2023-06-04,South East,COVID-19,1.7500
2023-06-04,South East,influenza,.0700
2023-06-04,South East,RSV,.4200
2023-06-04,South West,COVID-19,1.4100
2023-06-04,South West,influenza,.1000
2023-06-04,South West,RSV,.5800
2023-06-04,West Midlands,COVID-19,2.6800
2023-06-04,West Midlands,influenza,1.4600
2023-06-04,West Midlands,RSV,.0600
2023-06-04,Yorkshire and The Humber,COVID-19,3.0400
2023-06-04,Yorkshire and The Humber,influenza,.0600
2023-06-04,Yorkshire and The Humber,RSV,.9800
2023-06-11,East Midlands,COVID-19,1.9300
2023-06-11,East Midlands,influenza,.6300
2023-06-11,East Midlands,RSV,.3000
2023-06-11,East of England,COVID-19,3.3700
2023-06-11,East of England,influenza,.0900
2023-06-11,East of England,RSV,.8100
2023-06-11,England,COVID-19,2.2500
2023-06-11,England,influenza,.1000
2023-06-11,England,RSV,.5600
2023-06-11,London,COVID-19,2.7000
2023-06-11,London,influenza,.0700
2023-06-11,London,RSV,.5800
2023-06-11,North East,COVID-19,2.4500
2023-06-11,North East,influenza,.0800
2023-06-11,North East,RSV,.6000
2023-06-11,North West,COVID-19,1.5800
2023-06-11,North West,influenza,1.0700
2023-06-11,North West,RSV,.3700
2023-06-11,South East,COVID-19,2.6900
2023-06-11,South East,influenza,.0700
2023-06-11,South East,RSV,.1600
2023-06-11,South West,COVID-19,2.3600
2023-06-11,South West,influenza,.6000
2023-06-11,South West,RSV,.2400
2023-06-11,West Midlands,COVID-19,1.7500
2023-06-11,West Midlands,influenza,.5700
2023-06-11,West Midlands,RSV,.3800
2023-06-11,Yorkshire and The Humber,COVID-19,2.8900
2023-06-11,Yorkshire and The Humber,influenza,.5900
2023-06-11,Yorkshire and The Humber,RSV,.5300
2023-06-18,East Midlands,COVID-19,2.5500
2023-06-18,East Midlands,influenza,.8500
2023-06-18,East Midlands,RSV,.6100
2023-06-18,East of England,COVID-19,2.9800
2023-06-18,East of England,influenza,.0700
2023-06-18,East of England,RSV,.6700
2023-06-18,England,COVID-19,3.0200
2023-06-18,England,influenza,.2800
2023-06-18,England,RSV,.3600
2023-06-18,London,COVID-19,2.2200
2023-06-18,London,influenza,.6200
2023-06-18,London,RSV,.6700
2023-06-18,North East,COVID-19,2.0400
2023-06-18,North East,influenza,1.3600
2023-06-18,North East,RSV,.9800
2023-06-18,North West,COVID-19,1.6400
2023-06-18,North West,influenza,1.5000
2023-06-18,North West,RSV,.0700
2023-06-18,South East,COVID-19,3.3300
2023-06-18,South East,influenza,1.0700
2023-06-18,South East,RSV,.8600
2023-06-18,South West,COVID-19,2.5400
2023-06-18,South West,influenza,1.3100
2023-06-18,South West,RSV,.2400
2023-06-18,West Midlands,COVID-19,1.9500
2023-06-18,West Midlands,influenza,2.3200
2023-06-18,West Midlands,RSV,.5400
2023-06-18,Yorkshire and The Humber,COVID-19,2.4100
2023-06-18,Yorkshire and The Humber,influenza,.0800
2023-06-18,Yorkshire and The Humber,RSV,.7000
2023-06-25,East Midlands,COVID-19,2.0900
2023-06-25,East Midlands,influenza,1.5200
2023-06-25,East Midlands,RSV,.7900
2023-06-25,East of England,COVID-19,2.5600
2023-06-25,East of England,influenza,.9500
2023-06-25,East of England,RSV,1.5700
2023-06-25,England,COVID-19,2.2000
2023-06-25,England,influenza,1.3600
2023-06-25,England,RSV,.6900
2023-06-25,London,COVID-19,2.8600
2023-06-25,London,influenza,1.0300
2023-06-25,London,RSV,.7800
2023-06-25,North East,COVID-19,2.1900
2023-06-25,North East,influenza,2.0900
2023-06-25,North East,RSV,.8100
2023-06-25,North West,COVID-19,1.3100
2023-06-25,North West,influenza,.0900
2023-06-25,North West,RSV,.6600
2023-06-25,South East,COVID-19,2.8600
2023-06-25,South East,influenza,1.6600
2023-06-25,South East,RSV,.8800
2023-06-25,South West,COVID-19,2.1700
2023-06-25,South West,influenza,.4200
2023-06-25,South West,RSV,.9400
2023-06-25,West Midlands,COVID-19,3.7600
2023-06-25,West Midlands,influenza,.7400
2023-06-25,West Midlands,RSV,.7400
2023-06-25,Yorkshire and The Humber,COVID-19,3.2400
2023-06-25,Yorkshire and The Humber,influenza,.6200
2023-06-25,Yorkshire and The Humber,RSV,.3000
2023-07-02,East Midlands,COVID-19,3.5800
2023-07-02,East Midlands,influenza,1.3400
2023-07-02,East Midlands,RSV,1.4000
2023-07-02,East of England,COVID-19,2.6900
2023-07-02,East of England,influenza,3.6600
2023-07-02,East of England,RSV,.9300
2023-07-02,England,COVID-19,2.5900
2023-07-02,England,influenza,1.0000
2023-07-02,England,RSV,.7300
2023-07-02,London,COVID-19,3.6300
2023-07-02,London,influenza,1.1900
2023-07-02,London,RSV,.9600
2023-07-02,North East,COVID-19,2.4800
2023-07-02,North East,influenza,2.0900
2023-07-02,North East,RSV,.9800
2023-07-02,North West,COVID-19,2.9400
2023-07-02,North West,influenza,3.2400
2023-07-02,North West,RSV,1.4000
2023-07-02,South East,COVID-19,2.3200
2023-07-02,South East,influenza,2.0300
2023-07-02,South East,RSV,1.1600
2023-07-02,South West,COVID-19,3.4800
2023-07-02,South West,influenza,1.2900
2023-07-02,South West,RSV,.8500
2023-07-02,West Midlands,COVID-19,3.3100
2023-07-02,West Midlands,influenza,1.0900
2023-07-02,West Midlands,RSV,.6500
2023-07-02,Yorkshire and The Humber,COVID-19,3.1400
2023-07-02,Yorkshire and The Humber,influenza,.7500
2023-07-02,Yorkshire and The Humber,RSV,1.4300
2023-07-09,East Midlands,COVID-19,3.8300
2023-07-09,East Midlands,influenza,4.1800
2023-07-09,East Midlands,RSV,.4900
2023-07-09,East of England,COVID-19,2.2800
2023-07-09,East of England,influenza,3.0500
2023-07-09,East of England,RSV,1.1000
2023-07-09,England,COVID-19,3.2500
2023-07-09,England,influenza,2.9600
2023-07-09,England,RSV,1.4600
2023-07-09,London,COVID-19,2.6500
2023-07-09,London,influenza,2.6200
2023-07-09,London,RSV,.9300
2023-07-09,North East,COVID-19,2.9300
2023-07-09,North East,influenza,1.8500
2023-07-09,North East,RSV,1.6500
2023-07-09,North West,COVID-19,3.6500
2023-07-09,North West,influenza,3.2000
2023-07-09,North West,RSV,1.5000
2023-07-09,South East,COVID-19,3.2100
2023-07-09,South East,influenza,2.3700
2023-07-09,South East,RSV,.5800
2023-07-09,South West,COVID-19,2.6100
2023-07-09,South West,influenza,1.6300
2023-07-09,South West,RSV,.8000
2023-07-09,West Midlands,COVID-19,2.3000
2023-07-09,West Midlands,influenza,3.0000
2023-07-09,West Midlands,RSV,1.5200
2023-07-09,Yorkshire and The Humber,COVID-19,3.8300
2023-07-09,Yorkshire and The Humber,influenza,1.1300
2023-07-09,Yorkshire and The Humber,RSV,1.5200
2023-07-16,East Midlands,COVID-19,3.5400
2023-07-16,East Midlands,influenza,4.0500
2023-07-16,East Midlands,RSV,1.0400
2023-07-16,East of England,COVID-19,3.2500
2023-07-16,East of England,influenza,4.2700
2023-07-16,East of England,RSV,2.2500
2023-07-16,England,COVID-19,4.0100
2023-07-16,England,influenza,3.0000
2023-07-16,England,RSV,1.7900
2023-07-16,London,COVID-19,3.1000
2023-07-16,London,influenza,3.7500
2023-07-16,London,RSV,1.9900
2023-07-16,North East,COVID-19,3.4300
2023-07-16,North East,influenza,2.9600
2023-07-16,North East,RSV,1.0900
2023-07-16,North West,COVID-19,3.5600
2023-07-16,North West,influenza,2.5000
2023-07-16,North West,RSV,1.8500
2023-07-16,South East,COVID-19,3.3400
2023-07-16,South East,influenza,4.6800
2023-07-16,South East,RSV,1.5700
2023-07-16,South West,COVID-19,3.7000
2023-07-16,South West,influenza,3.7800
2023-07-16,South West,RSV,1.3900
2023-07-16,West Midlands,COVID-19,3.8200
2023-07-16,West Midlands,influenza,2.0500
2023-07-16,West Midlands,RSV,2.1700
2023-07-16,Yorkshire and The Humber,COVID-19,2.8400
2023-07-16,Yorkshire and The Humber,influenza,4.1300
2023-07-16,Yorkshire and The Humber,RSV,1.0200
2023-07-23,East Midlands,COVID-19,3.2400
2023-07-23,East Midlands,influenza,3.1700
2023-07-23,East Midlands,RSV,2.6500
2023-07-23,East of England,COVID-19,4.2900
2023-07-23,East of England,influenza,4.5800
2023-07-23,East of England,RSV,2.2500
2023-07-23,England,COVID-19,4.0400
2023-07-23,England,influenza,4.1300
2023-07-23,England,RSV,1.7500
2023-07-23,London,COVID-19,3.5200
2023-07-23,London,influenza,5.6200
2023-07-23,London,RSV,2.3400
2023-07-23,North East,COVID-19,4.2800
2023-07-23,North East,influenza,4.3500
2023-07-23,North East,RSV,1.6300
2023-07-23,North West,COVID-19,3.3400
2023-07-23,North West,influenza,4.0100
2023-07-23,North West,RSV,2.0200
2023-07-23,South East,COVID-19,3.7700
2023-07-23,South East,influenza,5.7800
2023-07-23,South East,RSV,2.3200
2023-07-23,South West,COVID-19,5.9100
2023-07-23,South West,influenza,4.9900
2023-07-23,South West,RSV,1.3500
2023-07-23,West Midlands,COVID-19,3.5000
2023-07-23,West Midlands,influenza,5.6800
2023-07-23,West Midlands,RSV,1.8700
2023-07-23,Yorkshire and The Humber,COVID-19,2.8400
2023-07-23,Yorkshire and The Humber,influenza,4.8500
2023-07-23,Yorkshire and The Humber,RSV,1.5100
2023-07-30,East Midlands,COVID-19,4.4800
2023-07-30,East Midlands,influenza,4.5100
2023-07-30,East Midlands,RSV,1.9200
2023-07-30,East of England,COVID-19,4.0600
2023-07-30,East of England,influenza,6.4300
2023-07-30,East of England,RSV,1.6100
2023-07-30,England,COVID-19,4.2200
2023-07-30,England,influenza,4.8200
2023-07-30,England,RSV,2.1300
2023-07-30,London,COVID-19,3.8300
2023-07-30,London,influenza,4.5200
2023-07-30,London,RSV,1.9200
2023-07-30,North East,COVID-19,3.6500
2023-07-30,North East,influenza,6.9900
2023-07-30,North East,RSV,2.5400
2023-07-30,North West,COVID-19,2.7700
2023-07-30,North West,influenza,3.5800
2023-07-30,North West,RSV,2.0400
2023-07-30,South East,COVID-19,3.8500
2023-07-30,South East,influenza,5.0700
2023-07-30,South East,RSV,1.4200
2023-07-30,South West,COVID-19,3.4800
2023-07-30,South West,influenza,5.3300
2023-07-30,South West,RSV,2.5400
2023-07-30,West Midlands,COVID-19,4.6000
2023-07-30,West Midlands,influenza,4.7300
2023-07-30,West Midlands,RSV,2.3900
2023-07-30,Yorkshire and The Humber,COVID-19,3.7800
2023-07-30,Yorkshire and The Humber,influenza,4.9900
2023-07-30,Yorkshire and The Humber,RSV,1.8900
2023-08-06,East Midlands,COVID-19,5.0400
2023-08-06,East Midlands,influenza,4.9500
2023-08-06,East Midlands,RSV,1.9400
2023-08-06,East of England,COVID-19,4.1500
2023-08-06,East of England,influenza,6.0600
2023-08-06,East of England,RSV,2.7800
2023-08-06,England,COVID-19,4.4600
2023-08-06,England,influenza,7.7600
2023-08-06,England,RSV,2.0100
2023-08-06,London,COVID-19,5.3600
2023-08-06,London,influenza,5.4900
2023-08-06,London,RSV,1.7900
2023-08-06,North East,COVID-19,4.0700
2023-08-06,North East,influenza,6.3900
2023-08-06,North East,RSV,1.8200
2023-08-06,North West,COVID-19,3.2400
2023-08-06,North West,influenza,5.8300
2023-08-06,North West,RSV,2.9100
2023-08-06,South East,COVID-19,5.9900
2023-08-06,South East,influenza,5.6600
2023-08-06,South East,RSV,2.1000
2023-08-06,South West,COVID-19,3.5600
2023-08-06,South West,influenza,5.1600
2023-08-06,South West,RSV,2.4800
2023-08-06,West Midlands,COVID-19,5.5500
2023-08-06,West Midlands,influenza,6.7400
2023-08-06,West Midlands,RSV,2.1700
2023-08-06,Yorkshire and The Humber,COVID-19,4.3200
2023-08-06,Yorkshire and The Humber,influenza,5.8800
2023-08-06,Yorkshire and The Humber,RSV,2.2300
2023-08-13,East Midlands,COVID-19,4.9300
2023-08-13,East Midlands,influenza,7.7400
2023-08-13,East Midlands,RSV,3.1400
2023-08-13,East of England,COVID-19,5.2200
2023-08-13,East of England,influenza,8.6900
2023-08-13,East of England,RSV,2.6300
2023-08-13,England,COVID-19,4.9600
2023-08-13,England,influenza,7.2700
2023-08-13,England,RSV,2.6800
2023-08-13,London,COVID-19,5.3600
2023-08-13,London,influenza,6.5600
2023-08-13,London,RSV,3.3500
2023-08-13,North East,COVID-19,5.1000
2023-08-13,North East,influenza,7.2500
2023-08-13,North East,RSV,3.4400
2023-08-13,North West,COVID-19,4.4900
2023-08-13,North West,influenza,7.1000
2023-08-13,North West,RSV,3.3800
2023-08-13,South East,COVID-19,4.0000
2023-08-13,South East,influenza,7.1400
2023-08-13,South East,RSV,2.9500
2023-08-13,South West,COVID-19,4.2500
2023-08-13,South West,influenza,7.4900
2023-08-13,South West,RSV,2.4000
2023-08-13,West Midlands,COVID-19,4.5300
2023-08-13,West Midlands,influenza,7.7600
2023-08-13,West Midlands,RSV,2.6900
2023-08-13,Yorkshire and The Humber,COVID-19,4.5600
2023-08-13,Yorkshire and The Humber,influenza,6.6600
2023-08-13,Yorkshire and The Humber,RSV,2.9600
2023-08-20,East Midlands,COVID-19,6.6400
2023-08-20,East Midlands,influenza,8.2200
2023-08-20,East Midlands,RSV,3.7400
2023-08-20,East of England,COVID-19,4.2400
2023-08-20,East of England,influenza,6.6400
2023-08-20,East of England,RSV,3.0200
2023-08-20,England,COVID-19,5.2000
2023-08-20,England,influenza,7.4400
2023-08-20,England,RSV,3.0800
2023-08-20,London,COVID-19,5.2600
2023-08-20,London,influenza,8.2800
2023-08-20,London,RSV,3.0000
2023-08-20,North East,COVID-19,4.4500
2023-08-20,North East,influenza,9.8800
2023-08-20,North East,RSV,2.8900
2023-08-20,North West,COVID-19,5.4800
2023-08-20,North West,influenza,7.4500
2023-08-20,North West,RSV,2.7500
2023-08-20,South East,COVID-19,6.0900
2023-08-20,South East,influenza,8.2700
2023-08-20,South East,RSV,3.3500
2023-08-20,South West,COVID-19,4.0200
2023-08-20,South West,influenza,9.8800
2023-08-20,South West,RSV,3.0300
2023-08-20,West Midlands,COVID-19,4.3100
2023-08-20,West Midlands,influenza,8.2500
2023-08-20,West Midlands,RSV,2.3500
2023-08-20,Yorkshire and The Humber,COVID-19,5.0200
2023-08-20,Yorkshire and The Humber,influenza,7.5000
2023-08-20,Yorkshire and The Humber,RSV,2.7800
2023-08-27,East Midlands,COVID-19,5.4000
2023-08-27,East Midlands,influenza,8.4200
2023-08-27,East Midlands,RSV,3.3900
2023-08-27,East of England,COVID-19,3.9200
2023-08-27,East of England,influenza,9.6000
2023-08-27,East of England,RSV,3.2200
2023-08-27,England,COVID-19,4.9200
2023-08-27,England,influenza,9.9500
2023-08-27,England,RSV,4.2100
2023-08-27,London,COVID-19,4.2000
2023-08-27,London,influenza,8.0100
2023-08-27,London,RSV,3.6800
2023-08-27,North East,COVID-19,5.1600
2023-08-27,North East,influenza,8.7900
2023-08-27,North East,RSV,3.9600
2023-08-27,North West,COVID-19,5.8400
2023-08-27,North West,influenza,6.9300
2023-08-27,North West,RSV,4.0900
2023-08-27,South East,COVID-19,5.0800
2023-08-27,South East,influenza,8.5800
2023-08-27,South East,RSV,3.0800
2023-08-27,South West,COVID-19,5.7400
2023-08-27,South West,influenza,9.4100
2023-08-27,South West,RSV,4.5700
2023-08-27,West Midlands,COVID-19,5.2900
2023-08-27,West Midlands,influenza,7.6400
2023-08-27,West Midlands,RSV,3.4600
2023-08-27,Yorkshire and The Humber,COVID-19,3.4000
2023-08-27,Yorkshire and The Humber,influenza,11.1500
2023-08-27,Yorkshire and The Humber,RSV,4.4800
2023-09-03,East Midlands,COVID-19,6.7400
2023-09-03,East Midlands,influenza,11.0400
2023-09-03,East Midlands,RSV,3.5600
2023-09-03,East of England,COVID-19,7.5500
2023-09-03,East of England,influenza,8.1800
2023-09-03,East of England,RSV,4.4800
2023-09-03,England,COVID-19,5.7800
2023-09-03,England,influenza,9.3100
2023-09-03,England,RSV,3.4100
2023-09-03,London,COVID-19,5.5300
2023-09-03,London,influenza,8.1300
2023-09-03,London,RSV,3.1900
2023-09-03,North East,COVID-19,4.4600
2023-09-03,North East,influenza,10.1300
2023-09-03,North East,RSV,4.1500
2023-09-03,North West,COVID-19,6.4000
2023-09-03,North West,influenza,9.7200
2023-09-03,North West,RSV,4.0000
2023-09-03,South East,COVID-19,6.4300
2023-09-03,South East,influenza,11.5700
2023-09-03,South East,RSV,3.6900
2023-09-03,South West,COVID-19,6.1200
2023-09-03,South West,influenza,9.0500
2023-09-03,South West,RSV,2.8400
2023-09-03,West Midlands,COVID-19,5.3900
2023-09-03,West Midlands,influenza,9.9600
2023-09-03,West Midlands,RSV,3.3900
2023-09-03,Yorkshire and The Humber,COVID-19,8.0500
2023-09-03,Yorkshire and The Humber,influenza,10.6500
2023-09-03,Yorkshire and The Humber,RSV,3.6500
2023-09-10,East Midlands,COVID-19,6.4000
2023-09-10,East Midlands,influenza,9.1500
2023-09-10,East Midlands,RSV,4.8200
2023-09-10,East of England,COVID-19,5.6400
2023-09-10,East of England,influenza,12.2300
2023-09-10,East of England,RSV,4.3200
2023-09-10,England,COVID-19,5.5400
2023-09-10,England,influenza,11.4100
2023-09-10,England,RSV,4.4900
2023-09-10,London,COVID-19,5.5100
2023-09-10,London,influenza,12.1800
2023-09-10,London,RSV,3.8000
2023-09-10,North East,COVID-19,6.0700
2023-09-10,North East,influenza,12.8600
2023-09-10,North East,RSV,3.2800
2023-09-10,North West,COVID-19,7.1100
2023-09-10,North West,influenza,10.5100
2023-09-10,North West,RSV,2.8400
2023-09-10,South East,COVID-19,6.2400
2023-09-10,South East,influenza,13.5000
2023-09-10,South East,RSV,4.2200
2023-09-10,South West,COVID-19,4.5100
2023-09-10,South West,influenza,9.3900
2023-09-10,South West,RSV,3.1100
2023-09-10,West Midlands,COVID-19,4.5300
2023-09-10,West Midlands,influenza,10.0800
2023-09-10,West Midlands,RSV,3.5700
2023-09-10,Yorkshire and The Humber,COVID-19,6.9900
2023-09-10,Yorkshire and The Humber,influenza,11.8300
2023-09-10,Yorkshire and The Humber,RSV,4.7000
2023-09-17,East Midlands,COVID-19,7.9700
2023-09-17,East Midlands,influenza,9.8800
2023-09-17,East Midlands,RSV,4.1800
2023-09-17,East of England,COVID-19,4.6000
2023-09-17,East of England,influenza,11.7000
2023-09-17,East of England,RSV,4.3400
2023-09-17,England,COVID-19,6.4200
2023-09-17,England,influenza,10.5800
2023-09-17,England,RSV,4.6500
2023-09-17,London,COVID-19,5.3600
2023-09-17,London,influenza,11.2900
2023-09-17,London,RSV,4.9200
2023-09-17,North East,COVID-19,5.3000
2023-09-17,North East,influenza,13.6500
2023-09-17,North East,RSV,5.4000
2023-09-17,North West,COVID-19,6.5700
2023-09-17,North West,influenza,12.1600
2023-09-17,North West,RSV,3.9900
2023-09-17,South East,COVID-19,7.2200
2023-09-17,South East,influenza,12.0200
2023-09-17,South East,RSV,3.4000
2023-09-17,South West,COVID-19,5.4100
2023-09-17,South West,influenza,10.0700
2023-09-17,South West,RSV,4.2900
2023-09-17,West Midlands,COVID-19,7.9600
2023-09-17,West Midlands,influenza,13.7500
2023-09-17,West Midlands,RSV,3.5900
2023-09-17,Yorkshire and The Humber,COVID-19,6.3900
2023-09-17,Yorkshire and The Humber,influenza,13.1400
2023-09-17,Yorkshire and The Humber,RSV,3.2600
2023-09-24,East Midlands,COVID-19,7.4400
2023-09-24,East Midlands,influenza,12.6900
2023-09-24,East Midlands,RSV,4.1300
2023-09-24,East of England,COVID-19,6.8000
2023-09-24,East of England,influenza,12.9500
2023-09-24,East of England,RSV,4.1700
2023-09-24,England,COVID-19,6.4200
2023-09-24,England,influenza,11.9300
2023-09-24,England,RSV,4.7100
2023-09-24,London,COVID-19,6.8500
2023-09-24,London,influenza,11.8500
2023-09-24,London,RSV,5.3400
2023-09-24,North East,COVID-19,7.4900
2023-09-24,North East,influenza,13.1900
2023-09-24,North East,RSV,4.9400
2023-09-24,North West,COVID-19,6.2500
2023-09-24,North West,influenza,14.5000
2023-09-24,North West,RSV,4.9100
2023-09-24,South East,COVID-19,6.1700
2023-09-24,South East,influenza,12.4400
2023-09-24,South East,RSV,4.5100
2023-09-24,South West,COVID-19,6.6600
2023-09-24,South West,influenza,12.4200
2023-09-24,South West,RSV,4.0400
2023-09-24,West Midlands,COVID-19,5.8300
2023-09-24,West Midlands,influenza,14.4300
2023-09-24,West Midlands,RSV,4.8100
2023-09-24,Yorkshire and The Humber,COVID-19,7.4400
2023-09-24,Yorkshire and The Humber,influenza,16.0500
2023-09-24,Yorkshire and The Humber,RSV,5.7100
2023-10-01,East Midlands,COVID-19,6.6300
2023-10-01,East Midlands,influenza,11.9900
2023-10-01,East Midlands,RSV,4.8800
2023-10-01,East of England,COVID-19,7.5800
2023-10-01,East of England,influenza,11.5900
2023-10-01,East of England,RSV,5.5900
2023-10-01,England,COVID-19,8.1900
2023-10-01,England,influenza,13.9300
2023-10-01,England,RSV,5.4000
2023-10-01,London,COVID-19,5.0700
2023-10-01,London,influenza,12.8300
2023-10-01,London,RSV,5.1100
2023-10-01,North East,COVID-19,7.2800
2023-10-01,North East,influenza,15.1900
2023-10-01,North East,RSV,4.1900
2023-10-01,North West,COVID-19,8.3500
2023-10-01,North West,influenza,12.6900
2023-10-01,North West,RSV,5.0300
2023-10-01,South East,COVID-19,7.1900
2023-10-01,South East,influenza,13.3600
2023-10-01,South East,RSV,4.5300
2023-10-01,South West,COVID-19,6.6900
2023-10-01,South West,influenza,14.7100
2023-10-01,South West,RSV,4.9300
2023-10-01,West Midlands,COVID-19,5.2300
2023-10-01,West Midlands,influenza,15.0200
2023-10-01,West Midlands,RSV,4.5400
2023-10-01,Yorkshire and The Humber,COVID-19,5.9400
2023-10-01,Yorkshire and The Humber,influenza,10.0500
2023-10-01,Yorkshire and The Humber,RSV,4.0600
2023-10-08,East Midlands,COVID-19,7.1500
2023-10-08,East Midlands,influenza,18.2900
2023-10-08,East Midlands,RSV,3.6600
2023-10-08,East of England,COVID-19,7.7300
2023-10-08,East of England,influenza,12.8900
2023-10-08,East of England,RSV,6.3400
2023-10-08,England,COVID-19,7.1300
2023-10-08,England,influenza,15.0500
2023-10-08,England,RSV,5.2100
2023-10-08,London,COVID-19,8.0500
2023-10-08,London,influenza,15.4800
2023-10-08,London,RSV,4.7600
2023-10-08,North East,COVID-19,6.7400
2023-10-08,North East,influenza,13.6600
2023-10-08,North East,RSV,5.8200
2023-10-08,North West,COVID-19,7.4000
2023-10-08,North West,influenza,13.1800
2023-10-08,North West,RSV,4.7700
2023-10-08,South East,COVID-19,6.5800
2023-10-08,South East,influenza,11.8700
2023-10-08,South East,RSV,4.8900
2023-10-08,South West,COVID-19,8.3600
2023-10-08,South West,influenza,15.2500
2023-10-08,South West,RSV,4.6900
2023-10-08,West Midlands,COVID-19,6.0600
2023-10-08,West Midlands,influenza,13.1700
2023-10-08,West Midlands,RSV,4.3200
2023-10-08,Yorkshire and The Humber,COVID-19,8.0700
2023-10-08,Yorkshire and The Humber,influenza,14.6800
2023-10-08,Yorkshire and The Humber,RSV,5.0000
2023-10-15,East Midlands,COVID-19,6.5000
2023-10-15,East Midlands,influenza,16.0200
2023-10-15,East Midlands,RSV,6.1900
2023-10-15,East of England,COVID-19,9.8900
2023-10-15,East of England,influenza,13.4000
2023-10-15,East of England,RSV,6.0900
2023-10-15,England,COVID-19,6.6500
2023-10-15,England,influenza,15.2000
2023-10-15,England,RSV,5.4100
2023-10-15,London,COVID-19,5.8300
2023-10-15,London,influenza,11.3900
2023-10-15,London,RSV,4.2700
2023-10-15,North East,COVID-19,7.4600
2023-10-15,North East,influenza,18.0100
2023-10-15,North East,RSV,4.7500
2023-10-15,North West,COVID-19,6.2300
2023-10-15,North West,influenza,15.5300
2023-10-15,North West,RSV,5.2800
2023-10-15,South East,COVID-19,8.3000
2023-10-15,South East,influenza,14.9800
2023-10-15,South East,RSV,5.7800
2023-10-15,South West,COVID-19,8.7300
2023-10-15,South West,influenza,13.4400
2023-10-15,South West,RSV,6.3700
2023-10-15,West Midlands,COVID-19,7.8300
2023-10-15,West Midlands,influenza,16.9500
2023-10-15,West Midlands,RSV,4.9100
2023-10-15,Yorkshire and The Humber,COVID-19,8.1700
2023-10-15,Yorkshire and The Humber,influenza,14.4900
2023-10-15,Yorkshire and The Humber,RSV,4.0300
2023-10-22,East Midlands,COVID-19,9.4100
2023-10-22,East Midlands,influenza,18.0600
2023-10-22,East Midlands,RSV,5.6800
2023-10-22,East of England,COVID-19,7.1000
2023-10-22,East of England,influenza,18.0700
2023-10-22,East of England,RSV,4.6500
2023-10-22,England,COVID-19,7.4500
2023-10-22,England,influenza,15.4600
2023-10-22,England,RSV,5.4400
2023-10-22,London,COVID-19,8.8400
2023-10-22,London,influenza,19.4200
2023-10-22,London,RSV,4.9800
2023-10-22,North East,COVID-19,8.7200
2023-10-22,North East,influenza,15.9600
2023-10-22,North East,RSV,5.7200
2023-10-22,North West,COVID-19,6.6900
2023-10-22,North West,influenza,15.7500
2023-10-22,North West,RSV,4.4300
2023-10-22,South East,COVID-19,6.4300
2023-10-22,South East,influenza,15.1800
2023-10-22,South East,RSV,5.4800
2023-10-22,South West,COVID-19,6.3700
2023-10-22,South West,influenza,17.4600
2023-10-22,South West,RSV,4.9700
2023-10-22,West Midlands,COVID-19,7.1200
2023-10-22,West Midlands,influenza,13.3400
2023-10-22,West Midlands,RSV,5.1800
2023-10-22,Yorkshire and The Humber,COVID-19,6.8300
2023-10-22,Yorkshire and The Humber,influenza,14.0500
2023-10-22,Yorkshire and The Humber,RSV,4.9300
2023-10-29,East Midlands,COVID-19,7.3500
2023-10-29,East Midlands,influenza,18.2700
2023-10-29,East Midlands,RSV,4.9700
2023-10-29,East of England,COVID-19,7.9000
2023-10-29,East of England,influenza,15.1800
2023-10-29,East of England,RSV,6.4700
2023-10-29,England,COVID-19,7.9100
2023-10-29,England,influenza,15.7000
2023-10-29,England,RSV,5.9500
2023-10-29,London,COVID-19,7.2400
2023-10-29,London,influenza,14.1500
2023-10-29,London,RSV,5.8600
2023-10-29,North East,COVID-19,8.9000
2023-10-29,North East,influenza,18.3200
2023-10-29,North East,RSV,6.4900
2023-10-29,North West,COVID-19,6.3300
2023-10-29,North West,influenza,15.3200
2023-10-29,North West,RSV,5.2900
2023-10-29,South East,COVID-19,7.5100
2023-10-29,South East,influenza,17.9000
2023-10-29,South East,RSV,5.6400
2023-10-29,South West,COVID-19,6.5000
2023-10-29,South West,influenza,16.2600
2023-10-29,South West,RSV,5.0700
2023-10-29,West Midlands,COVID-19,7.2000
2023-10-29,West Midlands,influenza,15.1400
2023-10-29,West Midlands,RSV,6.1000
2023-10-29,Yorkshire and The Humber,COVID-19,5.3600
2023-10-29,Yorkshire and The Humber,influenza,15.0000
2023-10-29,Yorkshire and The Humber,RSV,7.1800
2023-11-05,East Midlands,COVID-19,8.9100
2023-11-05,East Midlands,influenza,18.2500
2023-11-05,East Midlands,RSV,4.8000
2023-11-05,East of England,COVID-19,7.7800
2023-11-05,East of England,influenza,16.5300
2023-11-05,East of England,RSV,4.8100
2023-11-05,England,COVID-19,8.5700
2023-11-05,England,influenza,15.0300
2023-11-05,England,RSV,6.0000
2023-11-05,London,COVID-19,7.6200
2023-11-05,London,influenza,13.5900
2023-11-05,London,RSV,4.7900
2023-11-05,North East,COVID-19,7.2200
2023-11-05,North East,influenza,16.0000
2023-11-05,North East,RSV,4.8000
2023-11-05,North West,COVID-19,7.7800
